"country";"election_year";"age";"gender";"men";"education";"unemployed";"blue_collar";"household";"rural";"gov_perform";"diss_dem";"diss_econ";"democrats";"lrself";"trust_pol";"vote_fn"
"1395";"France";2002;39;"Female";0;5;0;0;9;1;1;"4";3;1;3;5;0
"1396";"France";2002;43;"Female";0;3;1;0;5;1;1;"1";1;2;6;1;1
"1397";"France";2002;19;"Male";1;3;0;NA;7;1;4;"8";6;1;6;3;NA
"1398";"France";2002;66;"Male";1;1;0;0;7;0;4;"8";6;1;2;6;0
"1399";"France";2002;63;"Female";0;5;0;0;5;0;6;"4";4;1;3;4;0
"1400";"France";2002;78;"Female";0;1;0;0;4;1;5;"5";5;4;6;6;0
"1401";"France";2002;76;"Female";0;1;0;NA;5;1;4;"6";4;2;4;1;0
"1402";"France";2002;27;"Male";1;3;1;1;4;0;8;"11";9;4;4;6;0
"1403";"France";2002;68;"Male";1;5;0;NA;NA;0;6;"5";3;1;6;6;0
"1404";"France";2002;26;"Male";1;3;1;0;4;0;4;"4";4;2;2;3;NA
"1405";"France";2002;47;"Male";1;3;0;1;9;0;7;"10";5;1;7;7;0
"1406";"France";2002;68;"Female";0;1;0;0;NA;1;6;NA;4;NA;NA;NA;NA
"1407";"France";2002;30;"Female";0;3;0;0;7;0;5;"7";8;4;4;6;NA
"1408";"France";2002;33;"Male";1;5;0;0;9;0;4;"7";4;4;7;7;0
"1409";"France";2002;31;"Female";0;5;1;0;8;0;5;"8";5;1;4;6;0
"1410";"France";2002;55;"Male";1;5;0;0;10;0;1;"1";1;5;11;1;1
"1411";"France";2002;76;"Female";0;1;0;0;5;0;6;"1";11;5;11;1;NA
"1412";"France";2002;23;"Female";0;3;1;0;6;0;1;"1";1;1;NA;1;NA
"1413";"France";2002;22;"Female";0;5;0;0;3;1;5;"7";5;2;4;6;0
"1414";"France";2002;56;"Female";0;1;0;0;7;1;6;"9";1;1;1;3;NA
"1415";"France";2002;43;"Male";1;5;0;0;10;0;5;"6";6;5;NA;4;NA
"1416";"France";2002;43;"Male";1;2;1;1;9;1;2;"3";5;5;6;1;1
"1417";"France";2002;67;"Female";0;2;1;0;4;0;7;"6";6;3;9;6;0
"1418";"France";2002;80;"Female";0;3;0;0;6;0;8;"6";6;2;8;6;NA
"1419";"France";2002;35;"Female";0;3;1;0;6;1;4;"1";3;1;4;5;NA
"1420";"France";2002;36;"Male";1;3;1;1;6;0;7;"8";8;4;6;6;NA
"1421";"France";2002;74;"Male";1;1;0;1;5;0;3;"5";3;2;6;2;NA
"1422";"France";2002;42;"Male";1;3;1;0;9;0;7;"8";8;5;5;8;0
"1423";"France";2002;61;"Male";1;5;1;0;9;1;9;"4";4;5;8;3;0
"1424";"France";2002;39;"Male";1;5;1;0;6;1;5;"6";3;3;6;5;0
"1425";"France";2002;57;"Male";1;1;0;1;3;1;5;"5";4;2;8;4;0
"1426";"France";2002;72;"Female";0;3;0;0;11;0;6;"8";8;1;9;4;0
"1427";"France";2002;71;"Female";0;1;0;0;6;0;1;"2";3;4;5;1;1
"1428";"France";2002;65;"Female";0;1;0;0;4;0;7;"8";3;1;8;5;0
"1429";"France";2002;56;"Male";1;1;0;1;6;1;6;"9";3;4;7;3;0
"1430";"France";2002;61;"Female";0;2;0;0;5;0;6;"4";6;1;9;2;0
"1431";"France";2002;57;"Female";0;5;0;0;12;0;5;"5";6;5;9;6;1
"1432";"France";2002;51;"Male";1;3;0;1;6;0;9;"5";1;1;3;2;0
"1433";"France";2002;58;"Female";0;1;0;0;NA;0;6;"6";6;1;6;6;NA
"1434";"France";2002;58;"Female";0;1;1;0;4;0;4;"4";4;4;3;4;0
"1435";"France";2002;66;"Female";0;3;0;0;NA;0;4;"7";4;2;8;4;0
"1436";"France";2002;77;"Male";1;5;0;0;6;0;7;"8";6;1;5;8;0
"1437";"France";2002;45;"Female";0;5;1;0;5;1;4;"6";9;2;4;5;0
"1438";"France";2002;21;"Female";0;3;0;0;7;1;3;"3";4;1;4;3;NA
"1439";"France";2002;59;"Male";1;1;0;0;4;0;2;"2";2;2;2;3;1
"1440";"France";2002;32;"Female";0;5;0;0;6;1;6;"8";7;2;5;7;0
"1441";"France";2002;57;"Female";0;3;0;0;11;0;6;"8";7;4;9;5;0
"1442";"France";2002;35;"Female";0;1;1;0;9;0;8;"7";1;2;NA;6;0
"1443";"France";2002;36;"Male";1;3;0;0;6;0;5;"8";5;3;4;6;0
"1444";"France";2002;76;"Male";1;1;0;0;7;0;5;"6";5;1;7;6;0
"1445";"France";2002;68;"Female";0;1;0;0;4;1;6;"7";6;2;6;8;NA
"1446";"France";2002;59;"Male";1;2;0;0;4;1;3;"7";5;1;4;6;0
"1447";"France";2002;26;"Male";1;3;1;1;6;0;4;"2";2;5;5;2;0
"1448";"France";2002;53;"Male";1;3;0;0;9;0;2;"5";3;1;4;3;0
"1449";"France";2002;57;"Male";1;1;0;1;6;1;7;"6";8;2;9;5;NA
"1450";"France";2002;35;"Male";1;2;0;1;7;1;4;"4";3;2;4;1;NA
"1451";"France";2002;74;"Female";0;1;0;0;5;1;7;"4";7;NA;7;6;0
"1452";"France";2002;27;"Female";0;3;1;NA;1;0;7;"6";6;3;6;6;NA
"1453";"France";2002;41;"Male";1;5;1;0;9;0;2;"7";2;1;4;3;0
"1454";"France";2002;68;"Male";1;1;0;0;5;0;5;"5";6;1;9;5;0
"1455";"France";2002;50;"Female";0;1;1;0;7;0;9;"11";6;1;8;6;0
"1456";"France";2002;40;"Female";0;3;0;0;9;1;6;"6";6;2;6;6;NA
"1457";"France";2002;54;"Female";0;2;0;0;7;0;6;"8";6;4;7;6;0
"1458";"France";2002;33;"Female";0;2;0;0;5;1;9;"6";6;1;5;7;0
"1459";"France";2002;21;"Female";0;3;0;0;7;0;4;"7";4;5;6;1;NA
"1460";"France";2002;29;"Female";0;5;0;0;8;0;5;"5";7;4;5;4;NA
"1461";"France";2002;74;"Female";0;3;0;0;4;0;2;"1";4;1;8;1;1
"1462";"France";2002;34;"Female";0;3;1;0;6;1;9;"8";4;1;6;5;0
"1463";"France";2002;59;"Female";0;2;1;0;1;1;4;"5";3;2;4;3;1
"1464";"France";2002;38;"Female";0;3;0;0;6;0;3;"3";5;5;4;4;0
"1465";"France";2002;32;"Female";0;3;1;0;NA;0;7;"5";5;2;NA;3;NA
"1466";"France";2002;51;"Female";0;5;1;0;10;0;5;"7";5;2;NA;5;NA
"1467";"France";2002;81;"Female";0;1;0;0;NA;0;8;"6";6;NA;NA;NA;NA
"1468";"France";2002;25;"Male";1;5;0;0;4;0;5;"5";5;3;6;4;0
"1469";"France";2002;60;"Male";1;3;1;0;10;0;6;"7";8;5;5;2;0
"1470";"France";2002;18;"Female";0;3;0;NA;NA;1;NA;NA;1;NA;NA;1;NA
"1471";"France";2002;79;"Female";0;1;0;0;NA;1;4;"6";5;4;9;7;0
"1472";"France";2002;53;"Female";0;1;0;NA;NA;0;2;"5";5;2;6;3;NA
"1473";"France";2002;61;"Female";0;5;0;0;9;1;3;"6";3;1;4;3;0
"1474";"France";2002;20;"Female";0;3;0;0;3;0;3;"5";1;1;6;4;NA
"1475";"France";2002;26;"Female";0;5;0;0;9;0;5;"6";6;2;6;4;0
"1476";"France";2002;85;"Female";0;2;0;0;NA;0;2;"3";3;1;8;2;0
"1477";"France";2002;58;"Male";1;3;0;0;NA;0;7;"8";6;1;7;7;NA
"1478";"France";2002;38;"Female";0;3;0;0;6;1;7;"7";6;1;5;4;NA
"1479";"France";2002;75;"Male";1;2;1;0;6;0;8;"8";6;5;8;8;0
"1480";"France";2002;80;"Female";0;1;0;0;6;0;4;"5";4;1;4;6;0
"1481";"France";2002;42;"Female";0;3;1;0;5;0;4;"5";3;5;1;3;0
"1482";"France";2002;46;"Male";1;1;1;1;6;1;6;"5";6;3;6;3;NA
"1483";"France";2002;32;"Female";0;5;0;0;8;0;8;"8";6;3;3;6;0
"1484";"France";2002;82;"Female";0;2;0;0;8;0;5;"7";6;4;4;6;0
"1485";"France";2002;38;"Male";1;2;1;1;6;0;1;"4";5;1;1;3;0
"1486";"France";2002;54;"Male";1;3;0;0;10;0;5;"6";3;1;5;6;0
"1487";"France";2002;16;"Female";0;2;0;NA;6;1;6;"7";7;3;6;7;NA
"1488";"France";2002;59;"Male";1;5;1;0;NA;0;5;"6";3;5;5;7;0
"1489";"France";2002;43;"Male";1;2;0;0;NA;1;6;"7";6;3;NA;3;NA
"1490";"France";2002;24;"Male";1;5;0;0;11;1;7;"6";7;2;4;6;0
"1491";"France";2002;48;"Male";1;5;0;0;8;0;6;"2";4;1;4;5;0
"1492";"France";2002;60;"Male";1;5;0;0;6;0;6;"8";6;5;3;6;0
"1493";"France";2002;78;"Female";0;1;0;NA;4;1;5;"6";6;2;9;8;1
"1494";"France";2002;27;"Male";1;5;0;0;6;0;5;"5";4;1;7;8;0
"1495";"France";2002;69;"Male";1;1;0;0;5;0;6;"9";3;4;11;7;0
"1496";"France";2002;58;"Female";0;1;1;1;4;1;6;"3";2;2;4;3;0
"1497";"France";2002;20;"Female";0;3;0;NA;NA;1;2;"2";2;2;NA;1;NA
"1498";"France";2002;37;"Female";0;2;1;0;NA;0;5;"6";5;1;6;5;NA
"1499";"France";2002;23;"Male";1;1;1;1;10;0;4;"4";4;5;4;4;NA
"1500";"France";2002;54;"Male";1;3;1;0;4;1;1;"4";1;1;6;1;NA
"1501";"France";2002;33;"Female";0;5;1;0;7;0;8;"6";6;3;NA;5;1
"1502";"France";2002;28;"Female";0;5;0;NA;12;0;5;"8";5;4;5;6;0
"1503";"France";2002;72;"Male";1;2;0;0;8;1;6;"9";6;3;8;6;0
"1504";"France";2002;60;"Female";0;3;0;0;NA;1;NA;"9";5;1;9;6;0
"1505";"France";2002;64;"Female";0;1;0;NA;5;1;9;"9";9;2;8;11;0
"1506";"France";2002;42;"Female";0;5;0;NA;NA;0;10;"8";9;1;6;9;NA
"1507";"France";2002;45;"Male";1;2;1;0;5;0;4;"6";2;2;6;3;1
"1508";"France";2002;23;"Female";0;5;0;0;6;0;5;"5";1;1;7;4;0
"1509";"France";2002;36;"Male";1;5;1;NA;5;0;5;"6";6;4;4;3;NA
"1510";"France";2002;21;"Male";1;3;0;1;5;0;8;"7";5;2;4;4;NA
"1511";"France";2002;40;"Male";1;3;1;0;6;1;4;"4";3;1;4;3;NA
"1512";"France";2002;32;"Female";0;1;0;NA;5;0;6;"5";4;1;11;6;1
"1513";"France";2002;44;"Male";1;3;0;0;9;1;10;"5";4;2;6;5;1
"1514";"France";2002;55;"Male";1;2;0;0;7;0;6;"5";5;1;9;4;NA
"1515";"France";2002;70;"Male";1;2;0;0;8;0;4;"6";2;1;6;3;0
"1516";"France";2002;21;"Female";0;5;0;NA;4;0;3;"3";4;1;4;3;NA
"1517";"France";2002;45;"Male";1;3;0;0;6;0;7;"8";7;2;6;5;0
"1518";"France";2002;60;"Male";1;3;1;1;3;0;3;"3";3;1;NA;3;1
"1519";"France";2002;25;"Female";0;5;0;0;8;0;1;"1";1;2;5;1;0
"1520";"France";2002;53;"Male";1;3;0;1;7;0;6;"8";5;5;3;7;0
"1521";"France";2002;69;"Male";1;3;0;1;NA;0;6;"6";6;3;5;5;NA
"1522";"France";2002;68;"Female";0;3;0;0;6;1;5;"7";5;2;8;5;0
"1523";"France";2002;23;"Male";1;5;0;0;2;1;5;"7";5;1;4;5;NA
"1524";"France";2002;39;"Female";0;3;0;0;6;0;6;"5";4;2;6;4;0
"1525";"France";2002;67;"Female";0;5;0;0;7;0;5;"6";6;4;5;6;0
"1526";"France";2002;51;"Female";0;5;0;0;9;1;3;"3";3;1;1;6;0
"1527";"France";2002;19;"Female";0;3;0;0;5;0;6;"8";5;3;8;2;NA
"1528";"France";2002;41;"Male";1;2;0;0;7;0;1;"6";6;2;11;4;0
"1529";"France";2002;38;"Female";0;5;1;0;3;1;10;"10";1;1;NA;3;NA
"1530";"France";2002;44;"Male";1;3;1;0;7;0;3;"4";1;2;6;7;NA
"1531";"France";2002;66;"Male";1;2;0;0;8;1;2;"2";4;2;1;4;0
"1532";"France";2002;60;"Female";0;3;1;0;7;0;7;"9";6;5;9;5;0
"1533";"France";2002;45;"Male";1;3;1;0;1;0;3;"3";1;2;6;1;NA
"1534";"France";2002;37;"Male";1;5;0;0;NA;0;8;"10";7;4;8;8;0
"1535";"France";2002;42;"Male";1;2;0;1;5;1;4;"4";5;2;5;3;NA
"1536";"France";2002;22;"Female";0;3;1;NA;NA;0;2;"6";2;1;NA;2;NA
"1537";"France";2002;63;"Male";1;2;0;0;7;1;8;"9";3;2;5;7;0
"1538";"France";2002;54;"Male";1;1;0;1;9;1;11;"6";2;4;2;3;NA
"1539";"France";2002;42;"Male";1;3;0;0;5;0;4;"8";6;1;NA;6;NA
"1540";"France";2002;16;"Female";0;2;0;0;6;0;1;"11";6;1;NA;2;NA
"1541";"France";2002;55;"Female";0;1;0;0;11;1;NA;"4";NA;2;6;1;0
"1542";"France";2002;32;"Male";1;3;0;1;8;1;7;"6";6;2;7;7;NA
"1543";"France";2002;54;"Male";1;2;1;0;6;0;5;"6";6;1;7;3;NA
"1544";"France";2002;60;"Male";1;1;0;0;5;1;6;"7";5;1;3;6;0
"1545";"France";2002;20;"Female";0;3;0;0;NA;0;7;"7";5;2;7;4;NA
"1546";"France";2002;31;"Male";1;5;0;0;10;0;5;"8";6;2;5;2;NA
"1547";"France";2002;82;"Male";1;3;0;0;NA;0;4;"6";6;2;10;1;NA
"1548";"France";2002;45;"Female";0;2;1;0;5;0;6;"4";5;1;6;7;NA
"1549";"France";2002;54;"Male";1;3;0;0;7;0;5;"5";4;4;4;6;0
"1550";"France";2002;43;"Female";0;2;1;0;5;1;4;"8";6;1;3;1;NA
"1551";"France";2002;56;"Female";0;5;0;0;6;0;7;"7";6;5;3;8;0
"1552";"France";2002;81;"Female";0;2;0;0;8;0;3;"5";3;3;6;5;0
"1553";"France";2002;23;"Male";1;5;0;NA;6;0;5;"8";5;3;6;5;0
"1554";"France";2002;78;"Female";0;3;0;0;NA;0;1;"1";2;2;4;1;NA
"1555";"France";2002;75;"Male";1;1;0;0;8;1;5;"6";5;4;11;5;1
"1556";"France";2002;41;"Female";0;3;1;0;5;0;5;"6";4;4;6;1;NA
"1557";"France";2002;26;"Male";1;3;1;0;4;0;2;"3";1;3;6;1;0
"1558";"France";2002;73;"Female";0;3;0;0;5;0;8;"7";6;3;6;5;0
"1559";"France";2002;69;"Female";0;1;0;0;NA;1;6;"6";6;2;6;6;NA
"1560";"France";2002;23;"Female";0;5;1;0;5;1;6;"6";6;1;4;2;0
"1561";"France";2002;83;"Male";1;1;0;0;6;1;9;"8";5;2;9;3;0
"1562";"France";2002;17;"Male";1;2;0;NA;8;1;9;"9";8;5;8;7;NA
"1563";"France";2002;74;"Female";0;3;0;0;4;0;9;"9";9;1;6;7;0
"1564";"France";2002;61;"Male";1;3;0;0;7;0;7;"9";7;1;5;6;0
"1565";"France";2002;61;"Male";1;1;0;0;4;0;4;"4";5;NA;11;2;1
"1566";"France";2002;57;"Female";0;2;0;0;7;1;2;"4";2;1;4;3;0
"1567";"France";2002;42;"Male";1;3;0;1;5;1;6;"8";8;1;6;6;0
"1568";"France";2002;71;"Female";0;1;0;0;4;0;6;"4";1;3;2;1;1
"1569";"France";2002;55;"Female";0;3;0;0;6;0;6;"6";3;2;9;1;0
"1570";"France";2002;66;"Male";1;2;0;0;5;1;6;"8";3;2;8;4;0
"1571";"France";2002;44;"Female";0;5;0;0;7;0;5;"8";6;4;3;6;0
"1572";"France";2002;51;"Male";1;5;0;0;9;0;8;"8";8;3;8;5;0
"1573";"France";2002;58;"Male";1;2;0;0;2;1;5;"5";4;1;6;3;0
"1574";"France";2002;23;"Female";0;5;1;0;NA;0;5;"5";5;3;NA;3;NA
"1575";"France";2002;25;"Female";0;5;0;0;1;0;7;"7";8;2;7;6;NA
"1576";"France";2002;34;"Female";0;5;0;0;5;0;8;"9";5;1;7;3;NA
"1577";"France";2002;65;"Female";0;3;0;0;6;0;6;"4";6;3;7;7;0
"1578";"France";2002;68;"Male";1;2;0;0;9;0;2;"1";4;1;3;5;0
"1579";"France";2002;57;"Male";1;3;0;0;7;1;4;"4";3;3;11;2;0
"1580";"France";2002;39;"Female";0;3;0;0;6;1;2;"6";4;2;3;3;0
"1581";"France";2002;34;"Male";1;5;0;0;12;1;4;"4";4;1;6;7;0
"1582";"France";2002;27;"Female";0;3;0;0;7;0;6;"7";4;3;6;1;NA
"1583";"France";2002;69;"Male";1;1;0;0;5;1;4;"4";4;1;8;2;NA
"1584";"France";2002;41;"Male";1;3;1;1;NA;0;7;"3";3;3;6;4;0
"1585";"France";2002;47;"Female";0;5;0;0;9;1;6;"8";8;1;8;5;0
"1586";"France";2002;30;"Male";1;5;0;0;7;1;5;"7";7;2;3;5;0
"1587";"France";2002;45;"Female";0;5;0;0;6;0;3;"4";2;4;9;4;NA
"1588";"France";2002;45;"Male";1;3;1;0;9;0;5;"3";4;1;3;3;0
"1589";"France";2002;23;"Female";0;5;1;0;NA;0;7;"7";7;2;3;7;0
"1590";"France";2002;58;"Female";0;3;0;0;10;0;5;"8";6;1;9;5;0
"1591";"France";2002;44;"Female";0;3;0;0;NA;0;2;"2";2;1;7;1;1
"1592";"France";2002;38;"Male";1;5;0;0;9;0;4;"7";5;3;5;5;0
"1593";"France";2002;48;"Female";0;1;1;0;NA;0;6;"6";4;3;NA;NA;NA
"1594";"France";2002;19;"Male";1;3;0;0;11;0;6;"6";8;5;5;2;NA
"1595";"France";2002;55;"Male";1;1;0;0;5;1;4;"5";4;2;9;5;NA
"1596";"France";2002;46;"Female";0;3;0;0;8;0;6;"6";5;4;4;2;NA
"1597";"France";2002;44;"Male";1;3;0;0;4;0;3;"6";2;1;6;3;NA
"1598";"France";2002;61;"Male";1;3;0;1;6;0;5;"5";5;5;6;2;0
"1599";"France";2002;63;"Male";1;3;0;0;6;0;1;"7";1;3;1;5;0
"1600";"France";2002;76;"Male";1;1;1;1;6;1;8;"8";7;2;6;5;0
"1601";"France";2002;48;"Male";1;3;1;1;6;1;5;"5";3;1;3;6;0
"1602";"France";2002;30;"Female";0;5;1;0;4;0;5;"5";4;2;6;3;NA
"1603";"France";2002;15;"Male";1;2;0;1;NA;1;8;"9";NA;1;6;NA;NA
"1604";"France";2002;80;"Female";0;1;0;0;2;0;5;"4";6;2;5;4;0
"1605";"France";2002;36;"Female";0;5;1;0;8;0;6;"3";4;1;6;4;NA
"1606";"France";2002;42;"Female";0;3;0;0;10;0;4;"5";2;1;10;2;NA
"1607";"France";2002;41;"Male";1;3;1;0;4;1;8;"6";5;1;NA;6;NA
"1608";"France";2002;78;"Female";0;1;0;0;NA;0;6;"6";6;5;6;10;NA
"1609";"France";2002;70;"Male";1;1;1;1;6;0;1;"3";4;4;6;1;0
"1610";"France";2002;51;"Female";0;2;0;0;1;1;3;"1";1;3;6;1;0
"1611";"France";2002;71;"Male";1;3;0;1;6;1;9;"7";7;4;10;7;0
"1612";"France";2002;30;"Male";1;5;1;0;7;0;9;"9";9;2;6;8;0
"1613";"France";2002;51;"Female";0;3;0;0;2;0;2;"2";1;1;6;3;NA
"1614";"France";2002;74;"Male";1;3;0;0;NA;0;2;"2";2;5;NA;1;NA
"1615";"France";2002;21;"Male";1;3;0;NA;1;1;4;"5";4;1;6;5;NA
"1616";"France";2002;42;"Male";1;3;0;0;9;0;7;"7";7;5;6;5;NA
"1617";"France";2002;26;"Female";0;3;1;1;5;0;7;"5";6;3;7;5;NA
"1618";"France";2002;81;"Female";0;1;0;0;12;0;8;"6";7;2;5;6;0
"1619";"France";2002;44;"Female";0;3;0;0;5;1;6;"4";4;4;11;4;0
"1620";"France";2002;56;"Male";1;3;0;0;7;0;8;"7";5;2;5;4;0
"1621";"France";2002;39;"Male";1;5;1;0;NA;0;8;"8";8;4;6;6;NA
"1622";"France";2002;31;"Female";0;5;0;0;9;1;8;"7";8;1;8;7;NA
"1623";"France";2002;64;"Female";0;1;0;0;NA;0;5;"4";6;1;9;5;NA
"1624";"France";2002;35;"Male";1;5;0;0;9;1;4;"5";5;1;6;7;0
"1625";"France";2002;21;"Male";1;3;0;0;NA;0;6;"7";7;1;8;4;NA
"1626";"France";2002;32;"Male";1;5;1;0;7;0;8;"10";6;1;8;8;0
"1627";"France";2002;38;"Female";0;5;0;0;9;1;8;"8";8;1;6;4;NA
"1628";"France";2002;64;"Female";0;1;0;NA;NA;0;8;"8";9;5;11;3;0
"1629";"France";2002;44;"Female";0;5;1;0;4;0;9;"9";8;4;4;8;0
"1630";"France";2002;58;"Male";1;3;0;NA;5;0;5;"6";4;4;6;3;0
"1631";"France";2002;39;"Male";1;3;1;0;7;1;6;"5";6;1;5;3;NA
"1632";"France";2002;58;"Female";0;5;1;0;5;0;5;"8";5;2;6;7;NA
"1633";"France";2002;54;"Male";1;3;1;0;4;1;6;"4";6;3;6;3;1
"1634";"France";2002;41;"Female";0;1;1;0;6;1;5;NA;5;2;6;7;0
"1635";"France";2002;67;"Female";0;1;1;0;4;0;8;"3";6;5;3;3;0
"1636";"France";2002;22;"Female";0;5;1;0;4;0;4;"5";3;1;4;3;0
"1637";"France";2002;66;"Female";0;1;0;0;NA;1;8;"8";7;2;8;5;0
"1638";"France";2002;29;"Male";1;5;1;0;6;0;6;"4";6;3;4;6;NA
"1639";"France";2002;19;"Female";0;3;0;NA;NA;0;9;"10";8;5;NA;9;NA
"1640";"France";2002;77;"Female";0;3;0;0;5;1;5;"8";5;3;6;6;0
"1641";"France";2002;26;"Male";1;3;0;1;5;1;3;"4";5;4;2;3;NA
"1642";"France";2002;41;"Female";0;2;1;1;8;0;4;"4";4;2;6;4;NA
"1643";"France";2002;41;"Male";1;1;0;0;6;0;8;"7";6;5;7;9;NA
"1644";"France";2002;82;"Male";1;1;0;0;NA;1;7;"9";6;1;1;9;0
"1645";"France";2002;20;"Male";1;3;0;1;3;1;6;"6";3;3;4;3;NA
"1646";"France";2002;59;"Male";1;3;1;1;5;1;1;"1";1;1;NA;1;1
"1647";"France";2002;65;"Male";1;3;0;1;6;0;9;"9";6;1;9;5;0
"1648";"France";2002;80;"Female";0;1;0;NA;4;1;4;"4";4;2;8;4;0
"1649";"France";2002;60;"Male";1;5;0;0;10;0;8;"10";5;2;8;7;NA
"1650";"France";2002;58;"Male";1;3;1;1;4;0;6;"7";4;3;6;6;0
"1651";"France";2002;41;"Female";0;5;0;0;9;0;6;"7";5;2;4;6;0
"1652";"France";2002;37;"Female";0;3;1;1;6;0;6;"4";2;4;2;4;NA
"1653";"France";2002;43;"Male";1;5;0;0;7;0;6;"8";5;1;4;6;0
"1654";"France";2002;85;"Female";0;3;0;0;5;1;5;"3";3;1;6;1;0
"1655";"France";2002;55;"Female";0;5;0;0;6;0;6;"6";7;3;4;6;0
"1656";"France";2002;47;"Male";1;3;1;0;5;0;NA;"8";7;4;6;4;NA
"1657";"France";2002;52;"Female";0;1;1;0;4;1;3;"1";1;1;6;6;NA
"1658";"France";2002;58;"Female";0;2;0;0;4;0;1;"6";1;1;3;1;NA
"1659";"France";2002;67;"Female";0;2;1;1;5;0;3;"11";6;1;2;6;0
"1660";"France";2002;77;"Male";1;1;0;1;7;0;9;"7";8;3;8;6;NA
"1661";"France";2002;69;"Male";1;1;1;NA;8;0;4;"8";4;1;6;4;0
"1662";"France";2002;17;"Male";1;1;0;0;NA;0;8;"9";6;4;4;7;NA
"1663";"France";2002;40;"Female";0;5;1;0;5;1;5;"9";5;2;7;8;NA
"1664";"France";2002;64;"Female";0;3;1;0;6;1;1;"3";3;1;4;3;0
"1665";"France";2002;76;"Female";0;2;0;0;4;0;4;"8";4;1;6;4;0
"1666";"France";2002;20;"Female";0;3;1;0;3;0;4;"6";4;1;6;5;NA
"1667";"France";2002;24;"Male";1;3;0;0;2;0;7;"5";7;3;6;6;NA
"1668";"France";2002;84;"Male";1;1;0;0;5;0;7;"7";6;5;7;6;0
"1669";"France";2002;35;"Female";0;3;0;0;9;1;6;"5";7;1;5;6;0
"1670";"France";2002;32;"Female";0;3;1;0;6;0;1;"3";1;2;6;1;0
"1671";"France";2002;62;"Male";1;5;1;0;9;0;6;"9";6;3;9;6;0
"1672";"France";2002;26;"Female";0;5;1;0;10;0;3;"11";6;3;3;6;0
"1673";"France";2002;70;"Male";1;3;0;0;6;1;6;"6";8;1;11;7;0
"1674";"France";2002;26;"Male";1;5;1;0;7;0;3;"7";6;4;4;7;0
"1675";"France";2002;79;"Female";0;1;1;NA;7;0;1;"1";1;3;6;4;NA
"1676";"France";2002;25;"Male";1;3;0;1;1;0;6;"6";6;1;8;7;NA
"1677";"France";2002;64;"Male";1;3;0;0;7;0;4;"4";4;1;4;4;0
"1678";"France";2002;54;"Female";0;2;0;0;9;1;4;"5";4;1;4;3;0
"1679";"France";2002;33;"Male";1;5;1;0;NA;0;5;"9";7;1;4;8;NA
"1680";"France";2002;53;"Male";1;3;0;0;9;1;7;"6";4;5;7;4;0
"1681";"France";2002;53;"Male";1;3;0;1;6;0;1;"1";2;4;5;3;0
"1682";"France";2002;56;"Male";1;3;0;0;9;0;5;"9";3;3;6;4;0
"1683";"France";2002;73;"Female";0;3;0;0;5;0;6;"4";6;3;6;1;0
"1684";"France";2002;58;"Male";1;2;0;0;8;0;9;"9";7;1;8;8;NA
"1685";"France";2002;69;"Male";1;3;0;0;8;0;6;"6";5;2;1;3;0
"1686";"France";2002;86;"Female";0;2;0;1;5;0;1;"1";3;2;10;2;0
"1687";"France";2002;19;"Female";0;3;1;NA;NA;0;4;"9";1;4;4;7;NA
"1688";"France";2002;76;"Female";0;2;0;0;9;0;6;"9";4;1;9;7;0
"1689";"France";2002;53;"Male";1;2;1;0;6;0;3;"6";3;1;NA;3;NA
"1690";"France";2002;67;"Male";1;1;0;0;5;1;8;"8";4;1;3;5;NA
"1691";"France";2002;72;"Female";0;2;0;0;NA;0;7;"9";NA;5;6;6;NA
"1692";"France";2002;48;"Female";0;1;0;0;NA;1;5;"6";6;2;5;4;0
"1693";"France";2002;39;"Female";0;3;1;0;10;0;3;"5";3;1;4;5;0
"1694";"France";2002;41;"Male";1;2;0;1;5;1;1;"1";1;4;2;4;0
"1695";"France";2002;40;"Female";0;5;0;0;NA;0;6;"9";2;5;1;3;0
"1696";"France";2002;53;"Female";0;1;1;1;7;1;9;"6";4;2;8;6;NA
"1697";"France";2002;59;"Female";0;3;1;0;NA;0;4;"3";4;1;5;1;NA
"1698";"France";2002;48;"Female";0;3;0;0;9;1;7;"9";7;1;6;6;0
"1699";"France";2002;41;"Male";1;5;1;0;10;0;8;"9";8;2;6;6;0
"1700";"France";2002;28;"Female";0;3;1;0;5;1;8;"7";8;2;7;5;1
"1701";"France";2002;64;"Female";0;1;0;NA;4;1;5;"7";4;2;4;6;1
"1702";"France";2002;28;"Male";1;1;1;NA;3;0;6;"6";5;3;6;2;NA
"1703";"France";2002;45;"Female";0;3;1;0;5;0;9;"6";3;1;8;1;NA
"1704";"France";2002;37;"Male";1;5;1;0;5;0;8;"8";6;2;7;7;0
"1705";"France";2002;62;"Female";0;5;0;0;10;1;5;"7";7;2;1;4;0
"1706";"France";2002;22;"Male";1;3;1;0;9;1;5;"7";1;1;3;2;0
"1707";"France";2002;60;"Male";1;1;0;0;1;1;5;"4";4;2;6;6;0
"1708";"France";2002;24;"Male";1;5;0;0;NA;0;7;"9";8;1;6;8;NA
"1709";"France";2002;37;"Male";1;3;1;0;9;1;6;"6";6;4;6;6;0
"1710";"France";2002;77;"Female";0;1;0;0;4;0;9;"9";9;5;4;9;NA
"1711";"France";2002;39;"Female";0;2;0;0;NA;0;7;"6";7;2;NA;6;NA
